subject,scenario,gesture_sequence,gesture_type,gesture_name,start_frame,end_frame,num_frames,duration_seconds,fps,video_length_frames
subject_3,scenario_i_d,gesture_10,10,Rotate CCW,310,314,5,0.25,20.0,405
subject_3,scenario_i_d,gesture_10,10,Rotate CCW,316,320,5,0.25,20.0,405
subject_3,scenario_i_d,gesture_10,10,Rotate CCW,331,337,7,0.35,20.0,405
subject_3,scenario_i_d,gesture_10,10,Rotate CCW,346,351,6,0.3,20.0,405
subject_3,scenario_i_d,gesture_10,10,Rotate CCW,365,370,6,0.3,20.0,405
subject_3,scenario_i_d,gesture_10,10,Rotate CCW,381,386,6,0.3,20.0,405
subject_3,scenario_i_d,gesture_10,10,Rotate CCW,389,397,9,0.45,20.0,405
subject_3,scenario_i_d,gesture_10,10,Rotate CCW,401,405,5,0.25,20.0,405
subject_3,scenario_i_d,gesture_11,11,Screenshot,12,22,11,0.55,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,30,34,5,0.25,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,47,68,22,1.1,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,81,101,21,1.05,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,114,136,23,1.15,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,150,171,22,1.1,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,184,204,21,1.05,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,217,233,17,0.85,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,248,269,22,1.1,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,286,297,12,0.6,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,319,337,19,0.95,20.0,252
subject_3,scenario_i_d,gesture_11,11,Screenshot,352,396,45,2.25,20.0,252
subject_3,scenario_i_d,gesture_13,13,Clap,1,405,405,20.25,20.0,405
subject_3,scenario_i_d,gesture_2,2,Swipe Right,1,6,6,0.3,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,26,34,9,0.45,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,50,57,8,0.4,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,77,84,8,0.4,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,105,112,8,0.4,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,134,140,7,0.35,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,161,165,5,0.25,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,188,193,6,0.3,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,218,224,7,0.35,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,249,253,5,0.25,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,274,278,5,0.25,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,301,309,9,0.45,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,338,358,21,1.05,20.0,392
subject_3,scenario_i_d,gesture_2,2,Swipe Right,376,383,8,0.4,20.0,392
subject_3,scenario_i_d,gesture_3,3,Swipe Up,14,24,11,0.55,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,28,52,25,1.25,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,76,84,9,0.45,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,110,118,9,0.45,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,137,154,18,0.9,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,177,191,15,0.75,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,220,229,10,0.5,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,256,266,11,0.55,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,287,297,11,0.55,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,325,335,11,0.55,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,359,371,13,0.65,20.0,292
subject_3,scenario_i_d,gesture_3,3,Swipe Up,393,405,13,0.65,20.0,292
subject_3,scenario_i_d,gesture_4,4,Swipe Down,22,26,5,0.25,20.0,323
subject_3,scenario_i_d,gesture_4,4,Swipe Down,45,51,7,0.35,20.0,323
subject_3,scenario_i_d,gesture_4,4,Swipe Down,266,293,28,1.4,20.0,323
subject_3,scenario_i_d,gesture_4,4,Swipe Down,323,348,26,1.3,20.0,323
subject_3,scenario_i_d,gesture_4,4,Swipe Down,380,400,21,1.05,20.0,323
subject_3,scenario_i_d,gesture_5,5,Zoom In,18,24,7,0.35,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,57,63,7,0.35,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,75,85,11,0.55,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,103,109,7,0.35,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,122,127,6,0.3,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,150,154,5,0.25,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,191,198,8,0.4,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,218,222,5,0.25,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,232,237,6,0.3,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,253,260,8,0.4,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,277,283,7,0.35,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,298,304,7,0.35,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,338,344,7,0.35,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,357,364,8,0.4,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,377,385,9,0.45,20.0,290
subject_3,scenario_i_d,gesture_5,5,Zoom In,399,405,7,0.35,20.0,290
subject_3,scenario_i_d,gesture_6,6,Zoom Out,1,16,16,0.8,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,25,35,11,0.55,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,46,57,12,0.6,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,67,74,8,0.4,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,86,93,8,0.4,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,105,115,11,0.55,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,125,134,10,0.5,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,147,158,12,0.6,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,168,179,12,0.6,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,188,202,15,0.75,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,214,220,7,0.35,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,232,239,8,0.4,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,253,264,12,0.6,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,274,281,8,0.4,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,290,299,10,0.5,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,308,318,11,0.55,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,330,341,12,0.6,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,355,377,23,1.15,20.0,382
subject_3,scenario_i_d,gesture_6,6,Zoom Out,393,405,13,0.65,20.0,382
subject_3,scenario_i_d,gesture_7,7,Select,11,18,8,0.4,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,52,57,6,0.3,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,71,75,5,0.25,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,91,96,6,0.3,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,111,114,4,0.2,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,155,161,7,0.35,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,170,177,8,0.4,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,196,204,9,0.45,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,216,225,10,0.5,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,313,317,5,0.25,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,333,337,5,0.25,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,352,356,5,0.25,20.0,273
subject_3,scenario_i_d,gesture_7,7,Select,372,377,6,0.3,20.0,273
subject_3,scenario_i_d,gesture_8,8,Double Tap,1,9,9,0.45,20.0,236
subject_3,scenario_i_d,gesture_8,8,Double Tap,23,31,9,0.45,20.0,236
subject_3,scenario_i_d,gesture_8,8,Double Tap,45,52,8,0.4,20.0,236
subject_3,scenario_i_d,gesture_8,8,Double Tap,65,73,9,0.45,20.0,236
subject_3,scenario_i_d,gesture_8,8,Double Tap,86,96,11,0.55,20.0,236
subject_3,scenario_i_d,gesture_8,8,Double Tap,109,117,9,0.45,20.0,236
subject_3,scenario_i_d,gesture_8,8,Double Tap,126,133,8,0.4,20.0,236
subject_3,scenario_i_d,gesture_8,8,Double Tap,147,154,8,0.4,20.0,236
subject_3,scenario_i_d,gesture_8,8,Double Tap,167,176,10,0.5,20.0,236
subject_3,scenario_i_d,gesture_8,8,Double Tap,188,193,6,0.3,20.0,236
subject_3,scenario_i_d,gesture_8,8,Double Tap,209,221,13,0.65,20.0,236
subject_3,scenario_i_d,gesture_9,9,Rotate CW,7,22,16,0.8,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,38,48,11,0.55,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,55,63,9,0.45,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,74,79,6,0.3,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,91,98,8,0.4,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,105,117,13,0.65,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,147,155,9,0.45,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,167,174,8,0.4,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,186,197,12,0.6,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,202,215,14,0.7,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,282,291,10,0.5,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,304,313,10,0.5,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,333,337,5,0.25,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,342,356,15,0.75,20.0,394
subject_3,scenario_i_d,gesture_9,9,Rotate CW,380,387,8,0.4,20.0,394
subject_3,scenario_i_s,gesture_1,1,Swipe Left,24,36,13,0.65,20.0,356
subject_3,scenario_i_s,gesture_1,1,Swipe Left,74,87,14,0.7,20.0,356
subject_3,scenario_i_s,gesture_1,1,Swipe Left,120,132,13,0.65,20.0,356
subject_3,scenario_i_s,gesture_1,1,Swipe Left,158,174,17,0.85,20.0,356
subject_3,scenario_i_s,gesture_1,1,Swipe Left,201,212,12,0.6,20.0,356
subject_3,scenario_i_s,gesture_1,1,Swipe Left,247,258,12,0.6,20.0,356
subject_3,scenario_i_s,gesture_1,1,Swipe Left,289,300,12,0.6,20.0,356
subject_3,scenario_i_s,gesture_1,1,Swipe Left,336,352,17,0.85,20.0,356
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,5,20,16,0.8,20.0,405
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,47,57,11,0.55,20.0,405
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,79,93,15,0.75,20.0,405
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,120,129,10,0.5,20.0,405
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,160,173,14,0.7,20.0,405
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,194,205,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,232,244,13,0.65,20.0,405
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,271,283,13,0.65,20.0,405
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,303,318,16,0.8,20.0,405
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,345,356,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_10,10,Rotate CCW,383,394,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_11,11,Screenshot,1,15,15,0.75,20.0,405
subject_3,scenario_i_s,gesture_11,11,Screenshot,37,47,11,0.55,20.0,405
subject_3,scenario_i_s,gesture_11,11,Screenshot,83,101,19,0.95,20.0,405
subject_3,scenario_i_s,gesture_11,11,Screenshot,139,159,21,1.05,20.0,405
subject_3,scenario_i_s,gesture_11,11,Screenshot,188,202,15,0.75,20.0,405
subject_3,scenario_i_s,gesture_11,11,Screenshot,240,255,16,0.8,20.0,405
subject_3,scenario_i_s,gesture_11,11,Screenshot,285,298,14,0.7,20.0,405
subject_3,scenario_i_s,gesture_11,11,Screenshot,335,347,13,0.65,20.0,405
subject_3,scenario_i_s,gesture_11,11,Screenshot,384,397,14,0.7,20.0,405
subject_3,scenario_i_s,gesture_12,12,Thumb Up,1,405,405,20.25,20.0,405
subject_3,scenario_i_s,gesture_13,13,Clap,1,405,405,20.25,20.0,405
subject_3,scenario_i_s,gesture_2,2,Swipe Right,26,37,12,0.6,20.0,391
subject_3,scenario_i_s,gesture_2,2,Swipe Right,72,80,9,0.45,20.0,391
subject_3,scenario_i_s,gesture_2,2,Swipe Right,113,124,12,0.6,20.0,391
subject_3,scenario_i_s,gesture_2,2,Swipe Right,160,170,11,0.55,20.0,391
subject_3,scenario_i_s,gesture_2,2,Swipe Right,207,217,11,0.55,20.0,391
subject_3,scenario_i_s,gesture_2,2,Swipe Right,254,262,9,0.45,20.0,391
subject_3,scenario_i_s,gesture_2,2,Swipe Right,299,312,14,0.7,20.0,391
subject_3,scenario_i_s,gesture_2,2,Swipe Right,347,354,8,0.4,20.0,391
subject_3,scenario_i_s,gesture_2,2,Swipe Right,387,397,11,0.55,20.0,391
subject_3,scenario_i_s,gesture_3,3,Swipe Up,1,15,15,0.75,20.0,388
subject_3,scenario_i_s,gesture_3,3,Swipe Up,39,52,14,0.7,20.0,388
subject_3,scenario_i_s,gesture_3,3,Swipe Up,67,96,30,1.5,20.0,388
subject_3,scenario_i_s,gesture_3,3,Swipe Up,126,151,26,1.3,20.0,388
subject_3,scenario_i_s,gesture_3,3,Swipe Up,176,197,22,1.1,20.0,388
subject_3,scenario_i_s,gesture_3,3,Swipe Up,224,244,21,1.05,20.0,388
subject_3,scenario_i_s,gesture_3,3,Swipe Up,272,293,22,1.1,20.0,388
subject_3,scenario_i_s,gesture_3,3,Swipe Up,323,354,32,1.6,20.0,388
subject_3,scenario_i_s,gesture_4,4,Swipe Down,17,44,28,1.4,20.0,405
subject_3,scenario_i_s,gesture_4,4,Swipe Down,66,90,25,1.25,20.0,405
subject_3,scenario_i_s,gesture_4,4,Swipe Down,118,139,22,1.1,20.0,405
subject_3,scenario_i_s,gesture_4,4,Swipe Down,157,184,28,1.4,20.0,405
subject_3,scenario_i_s,gesture_4,4,Swipe Down,209,228,20,1.0,20.0,405
subject_3,scenario_i_s,gesture_4,4,Swipe Down,255,270,16,0.8,20.0,405
subject_3,scenario_i_s,gesture_4,4,Swipe Down,299,318,20,1.0,20.0,405
subject_3,scenario_i_s,gesture_4,4,Swipe Down,345,366,22,1.1,20.0,405
subject_3,scenario_i_s,gesture_4,4,Swipe Down,390,405,16,0.8,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,1,16,16,0.8,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,33,44,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,66,80,15,0.75,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,101,113,13,0.65,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,132,144,13,0.65,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,164,174,11,0.55,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,195,206,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,229,239,11,0.55,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,267,277,11,0.55,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,299,308,10,0.5,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,329,344,16,0.8,20.0,405
subject_3,scenario_i_s,gesture_5,5,Zoom In,366,377,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_6,6,Zoom Out,8,16,9,0.45,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,39,51,13,0.65,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,72,82,11,0.55,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,102,113,12,0.6,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,139,150,12,0.6,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,176,188,13,0.65,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,211,224,14,0.7,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,243,262,20,1.0,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,273,284,12,0.6,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,306,319,14,0.7,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,337,347,11,0.55,20.0,398
subject_3,scenario_i_s,gesture_6,6,Zoom Out,367,379,13,0.65,20.0,398
subject_3,scenario_i_s,gesture_7,7,Select,35,47,13,0.65,20.0,405
subject_3,scenario_i_s,gesture_7,7,Select,89,96,8,0.4,20.0,405
subject_3,scenario_i_s,gesture_7,7,Select,131,143,13,0.65,20.0,405
subject_3,scenario_i_s,gesture_7,7,Select,173,180,8,0.4,20.0,405
subject_3,scenario_i_s,gesture_7,7,Select,215,228,14,0.7,20.0,405
subject_3,scenario_i_s,gesture_7,7,Select,261,269,9,0.45,20.0,405
subject_3,scenario_i_s,gesture_7,7,Select,302,315,14,0.7,20.0,405
subject_3,scenario_i_s,gesture_7,7,Select,352,362,11,0.55,20.0,405
subject_3,scenario_i_s,gesture_7,7,Select,395,405,11,0.55,20.0,405
subject_3,scenario_i_s,gesture_8,8,Double Tap,4,18,15,0.75,20.0,405
subject_3,scenario_i_s,gesture_8,8,Double Tap,50,61,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_8,8,Double Tap,89,101,13,0.65,20.0,405
subject_3,scenario_i_s,gesture_8,8,Double Tap,130,141,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_8,8,Double Tap,169,180,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_8,8,Double Tap,208,221,14,0.7,20.0,405
subject_3,scenario_i_s,gesture_8,8,Double Tap,249,258,10,0.5,20.0,405
subject_3,scenario_i_s,gesture_8,8,Double Tap,286,296,11,0.55,20.0,405
subject_3,scenario_i_s,gesture_8,8,Double Tap,323,334,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_8,8,Double Tap,364,376,13,0.65,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,22,35,14,0.7,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,55,72,18,0.9,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,91,103,13,0.65,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,121,137,17,0.85,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,158,167,10,0.5,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,182,203,22,1.1,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,223,234,12,0.6,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,253,270,18,0.9,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,292,306,15,0.75,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,325,339,15,0.75,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,365,372,8,0.4,20.0,405
subject_3,scenario_i_s,gesture_9,10,Rotate CCW,393,405,13,0.65,20.0,405
subject_3,scenario_i_w,gesture_1,1,Swipe Left,26,32,7,0.35,20.0,274
subject_3,scenario_i_w,gesture_1,1,Swipe Left,60,67,8,0.4,20.0,274
subject_3,scenario_i_w,gesture_1,1,Swipe Left,99,104,6,0.3,20.0,274
subject_3,scenario_i_w,gesture_1,1,Swipe Left,153,173,21,1.05,20.0,274
subject_3,scenario_i_w,gesture_1,1,Swipe Left,192,203,12,0.6,20.0,274
subject_3,scenario_i_w,gesture_1,1,Swipe Left,241,254,14,0.7,20.0,274
subject_3,scenario_i_w,gesture_1,1,Swipe Left,290,300,11,0.55,20.0,274
subject_3,scenario_i_w,gesture_1,1,Swipe Left,334,344,11,0.55,20.0,274
subject_3,scenario_i_w,gesture_1,1,Swipe Left,369,383,15,0.75,20.0,274
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,1,21,21,1.05,20.0,405
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,40,51,12,0.6,20.0,405
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,74,85,12,0.6,20.0,405
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,109,121,13,0.65,20.0,405
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,146,158,13,0.65,20.0,405
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,183,194,12,0.6,20.0,405
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,220,238,19,0.95,20.0,405
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,256,275,20,1.0,20.0,405
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,301,312,12,0.6,20.0,405
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,343,354,12,0.6,20.0,405
subject_3,scenario_i_w,gesture_10,10,Rotate CCW,382,394,13,0.65,20.0,405
subject_3,scenario_i_w,gesture_11,11,Screenshot,24,44,21,1.05,20.0,393
subject_3,scenario_i_w,gesture_11,11,Screenshot,68,84,17,0.85,20.0,393
subject_3,scenario_i_w,gesture_11,11,Screenshot,116,137,22,1.1,20.0,393
subject_3,scenario_i_w,gesture_11,11,Screenshot,167,180,14,0.7,20.0,393
subject_3,scenario_i_w,gesture_11,11,Screenshot,210,225,16,0.8,20.0,393
subject_3,scenario_i_w,gesture_11,11,Screenshot,261,271,11,0.55,20.0,393
subject_3,scenario_i_w,gesture_11,11,Screenshot,309,324,16,0.8,20.0,393
subject_3,scenario_i_w,gesture_11,11,Screenshot,350,369,20,1.0,20.0,393
subject_3,scenario_i_w,gesture_12,12,Thumb Up,1,405,405,20.25,20.0,405
subject_3,scenario_i_w,gesture_13,13,Clap,1,405,405,20.25,20.0,405
subject_3,scenario_i_w,gesture_2,2,Swipe Right,37,46,10,0.5,20.0,263
subject_3,scenario_i_w,gesture_2,2,Swipe Right,81,92,12,0.6,20.0,263
subject_3,scenario_i_w,gesture_2,2,Swipe Right,132,145,14,0.7,20.0,263
subject_3,scenario_i_w,gesture_2,2,Swipe Right,189,199,11,0.55,20.0,263
subject_3,scenario_i_w,gesture_2,2,Swipe Right,239,253,15,0.75,20.0,263
subject_3,scenario_i_w,gesture_2,2,Swipe Right,299,308,10,0.5,20.0,263
subject_3,scenario_i_w,gesture_2,2,Swipe Right,347,360,14,0.7,20.0,263
subject_3,scenario_i_w,gesture_3,3,Swipe Up,19,33,15,0.75,20.0,402
subject_3,scenario_i_w,gesture_3,3,Swipe Up,50,63,14,0.7,20.0,402
subject_3,scenario_i_w,gesture_3,3,Swipe Up,85,98,14,0.7,20.0,402
subject_3,scenario_i_w,gesture_3,3,Swipe Up,116,128,13,0.65,20.0,402
subject_3,scenario_i_w,gesture_3,3,Swipe Up,149,162,14,0.7,20.0,402
subject_3,scenario_i_w,gesture_3,3,Swipe Up,180,198,19,0.95,20.0,402
subject_3,scenario_i_w,gesture_3,3,Swipe Up,220,231,12,0.6,20.0,402
subject_3,scenario_i_w,gesture_3,3,Swipe Up,261,273,13,0.65,20.0,402
subject_3,scenario_i_w,gesture_3,3,Swipe Up,290,309,20,1.0,20.0,402
subject_3,scenario_i_w,gesture_3,3,Swipe Up,328,347,20,1.0,20.0,402
subject_3,scenario_i_w,gesture_3,3,Swipe Up,374,384,11,0.55,20.0,402
subject_3,scenario_i_w,gesture_4,4,Swipe Down,15,32,18,0.9,20.0,342
subject_3,scenario_i_w,gesture_4,4,Swipe Down,63,133,71,3.55,20.0,342
subject_3,scenario_i_w,gesture_4,4,Swipe Down,155,171,17,0.85,20.0,342
subject_3,scenario_i_w,gesture_4,4,Swipe Down,191,206,16,0.8,20.0,342
subject_3,scenario_i_w,gesture_4,4,Swipe Down,226,239,14,0.7,20.0,342
subject_3,scenario_i_w,gesture_4,4,Swipe Down,264,278,15,0.75,20.0,342
subject_3,scenario_i_w,gesture_4,4,Swipe Down,306,317,12,0.6,20.0,342
subject_3,scenario_i_w,gesture_4,4,Swipe Down,345,354,10,0.5,20.0,342
subject_3,scenario_i_w,gesture_4,4,Swipe Down,380,395,16,0.8,20.0,342
subject_3,scenario_i_w,gesture_5,5,Zoom In,20,30,11,0.55,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,46,57,12,0.6,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,72,79,8,0.4,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,101,111,11,0.55,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,128,143,16,0.8,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,155,163,9,0.45,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,183,197,15,0.75,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,216,225,10,0.5,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,248,260,13,0.65,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,281,291,11,0.55,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,309,324,16,0.8,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,340,349,10,0.5,20.0,405
subject_3,scenario_i_w,gesture_5,5,Zoom In,374,387,14,0.7,20.0,405
subject_3,scenario_i_w,gesture_6,6,Zoom Out,6,18,13,0.65,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,41,54,14,0.7,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,75,91,17,0.85,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,107,122,16,0.8,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,140,156,17,0.85,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,171,181,11,0.55,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,191,205,15,0.75,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,222,240,19,0.95,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,256,276,21,1.05,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,291,306,16,0.8,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,325,340,16,0.8,20.0,393
subject_3,scenario_i_w,gesture_6,6,Zoom Out,360,375,16,0.8,20.0,393
subject_3,scenario_i_w,gesture_7,7,Select,22,28,7,0.35,20.0,405
